id,dob,state,ela09,math09,sci09,hist09,ela10,math10,sci10,hist10
10694,01/20/2006,NV,410,323,785,506,373,188,696,661
10695,11/30/2006,NC,524,374,706,792,580,339,776,828
10696,05/11/2006,FL,495,703,395,462,534,710,295,435
10697,03/29/2006,MI,401,711,643,387,372,725,663,564
10698,05/19/2006,WV,305,730,444,331,294,753,427,182
10699,03/05/2006,TX,576,393,766,344,461,469,816,356
10700,11/25/2006,ND,346,772,535,632,415,766,535,736
10701,09/09/2006,WI,541,313,742,772,583,353,634,896
10702,03/06/2006,HI,492,754,337,512,470,673,265,531
10703,01/18/2006,GA,366,460,332,471,426,358,412,550
10704,06/08/2006,NH,701,700,712,654,664,589,632,660
10705,02/20/2006,OK,309,345,384,581,314,412,418,515
10706,01/18/2006,MT,569,732,645,791,527,764,613,836
10707,04/17/2006,AR,501,661,543,518,455,645,620,546
10708,06/14/2006,NC,322,612,499,476,281,610,599,530
10709,12/22/2006,OK,716,537,457,411,640,466,484,334
10710,01/23/2006,SC,766,759,505,597,713,711,456,645
10711,07/08/2006,OR,407,362,474,594,428,366,441,484
10712,07/25/2006,NM,390,481,471,533,355,433,409,658
10713,06/07/2006,MD,319,445,639,624,324,417,663,725
10714,06/05/2006,ME,480,305,474,484,390,281,507,503
10715,09/25/2006,IL,690,349,333,326,647,354,485,396
10716,06/25/2006,VA,470,360,509,461,486,489,500,434
10717,11/21/2006,MN,429,414,759,705,356,510,778,720
10718,08/30/2006,KS,639,419,463,541,771,277,452,586
10719,05/09/2006,SC,709,624,332,444,733,767,397,325
10720,06/29/2006,VA,744,502,717,451,785,558,660,442
10721,05/13/2006,DE,693,676,666,742,681,625,631,816
10722,04/01/2006,CA,770,335,662,747,775,409,527,717
10723,07/20/2006,MT,663,722,476,723,794,585,430,762
10724,02/01/2006,FL,521,620,408,379,556,591,456,287
10725,04/27/2006,VA,351,673,641,420,420,687,549,521
10726,01/28/2006,NH,615,796,511,324,522,863,597,184
10727,12/12/2006,MN,426,597,379,413,429,587,370,508
10728,03/16/2006,NH,424,590,517,306,371,462,690,328
10729,06/03/2006,DE,386,358,626,529,333,513,509,507
10730,03/08/2006,ID,344,329,329,440,313,277,437,458
10731,08/11/2006,VT,540,442,530,679,581,349,501,723
10732,02/18/2006,TN,506,492,370,758,396,484,454,619
10733,01/22/2006,MO,743,604,391,727,771,704,425,873
10734,09/02/2006,OR,680,694,777,783,757,748,583,712
10735,06/04/2006,AR,396,630,344,536,364,661,258,480
10736,11/15/2006,NC,684,560,511,349,748,539,565,273
10737,04/11/2006,AK,406,787,308,434,319,658,170,422
10738,04/25/2006,AR,504,698,662,701,429,757,705,704
10739,11/12/2006,MS,774,741,793,618,766,687,827,604
10740,05/19/2006,AR,334,747,403,585,316,684,523,657
10741,05/12/2006,OH,344,359,614,429,319,303,653,347
10742,07/17/2006,CT,745,784,317,498,816,655,276,493
10743,09/06/2006,AK,423,542,370,428,435,486,461,555
10744,01/12/2006,WY,560,302,783,660,584,342,822,597
10745,11/02/2006,NC,421,611,367,713,502,653,469,724
10746,07/25/2006,KY,403,719,550,725,418,666,479,703
10747,10/03/2006,NC,562,479,632,424,632,375,690,386
10748,06/10/2006,PA,599,436,682,530,566,392,628,615
10749,12/01/2006,OK,720,319,301,731,744,227,290,754
10750,02/05/2006,AL,643,757,662,700,653,723,551,650
10751,09/10/2006,MA,684,402,649,543,641,436,567,472
10752,12/23/2006,IN,497,587,422,779,578,561,366,746
10753,01/04/2006,MS,646,318,465,757,621,277,440,758
10754,09/07/2006,PA,599,428,713,566,598,425,709,551
10755,06/04/2006,ND,577,681,360,607,564,653,199,670
10756,12/22/2006,ME,778,637,706,427,728,607,724,381
10757,05/22/2006,RI,678,796,375,371,701,814,288,400
10758,01/25/2006,VA,489,770,565,763,368,719,393,830
10759,09/09/2006,MA,332,668,312,425,257,736,255,462
10760,04/26/2006,MS,439,740,795,393,457,717,732,445
10761,02/19/2006,CO,450,733,556,739,410,781,474,788
10762,07/30/2006,TX,393,638,335,450,342,628,420,324
10763,04/20/2006,TN,790,697,673,777,808,710,639,736
10764,03/01/2006,OH,546,783,439,328,555,830,435,280
10765,08/30/2006,CO,386,515,767,476,443,529,726,454
10766,07/26/2006,VA,431,387,575,709,472,376,546,825
10767,12/19/2006,AL,587,565,783,713,621,548,676,625
10768,04/10/2006,TN,416,309,337,441,395,281,357,352
10769,09/21/2006,MO,643,547,730,478,677,440,755,498
10770,05/27/2006,LA,557,433,476,413,593,463,434,533
10771,09/09/2006,CT,403,774,401,704,528,878,457,794
10772,12/08/2006,MA,549,412,441,694,596,432,502,752
10773,08/01/2006,VT,334,553,409,750,365,572,518,634
10774,06/11/2006,VT,796,587,302,776,780,613,309,889
10775,07/18/2006,DE,676,477,742,632,713,598,716,699
10776,05/17/2006,AR,765,437,508,512,757,416,505,521
10777,12/09/2006,NH,380,652,353,556,414,656,344,595
10778,05/05/2006,CA,629,314,391,340,593,279,407,323
10779,09/09/2006,AK,740,586,601,569,810,697,502,602
10780,05/02/2006,NM,618,747,707,763,603,674,817,718
10781,05/06/2006,IN,588,661,668,587,555,531,600,554
10782,06/04/2006,KS,514,774,788,613,519,796,786,684
10783,09/07/2006,AR,342,748,688,751,348,802,774,776
10784,08/07/2006,AZ,648,517,512,447,657,565,626,543
10785,04/02/2006,TX,369,740,366,358,380,633,241,385
10786,07/02/2006,NY,571,755,410,339,629,755,274,267
10787,10/20/2006,NV,347,312,594,569,337,325,448,644
10788,02/22/2006,WY,415,337,337,465,467,229,228,466
10789,11/29/2006,SD,736,545,564,688,844,471,649,685
10790,04/14/2006,GA,659,738,523,417,622,612,429,449
10791,08/30/2006,NM,354,339,765,565,483,339,818,563
10792,06/26/2006,NY,525,680,336,744,566,678,311,833
10793,03/23/2006,SD,347,596,376,800,326,495,459,607
10794,01/25/2006,MI,650,482,451,768,782,513,354,721
10795,09/21/2006,IA,668,618,461,798,625,633,580,850
10796,04/05/2006,CA,353,724,585,413,349,780,516,465
10797,01/29/2006,NM,330,528,571,490,233,576,557,570
10798,04/10/2006,MI,635,579,697,327,701,707,746,246
10799,12/12/2006,PA,375,513,567,314,348,416,500,312
10800,11/20/2006,NV,735,685,565,343,662,591,527,329
10801,02/13/2006,MN,425,339,680,400,450,352,589,408
10802,08/29/2006,AL,462,357,560,707,385,503,429,705
10803,08/22/2006,RI,790,636,371,731,705,700,507,731
10804,10/03/2006,OR,347,403,565,498,329,344,613,632
10805,07/09/2006,PA,663,764,453,560,574,823,368,563
10806,09/30/2006,NY,698,435,655,556,711,373,633,479
10807,01/03/2006,OK,364,604,635,594,449,588,743,580
10808,05/05/2006,WA,785,638,331,371,770,640,413,447
10809,06/01/2006,MN,428,406,447,449,461,447,306,385
10810,08/24/2006,NC,446,374,623,680,479,245,794,683
10811,08/02/2006,WV,642,727,791,354,662,680,800,418
10812,04/15/2006,PA,349,642,341,752,374,612,404,692
10813,08/31/2006,MT,358,446,324,702,356,502,301,742
10814,07/24/2006,NH,520,615,555,351,527,517,490,239
10815,02/20/2006,ME,342,316,437,621,321,280,455,589
10816,07/13/2006,PA,587,346,520,771,576,380,477,882
10817,02/24/2006,AR,750,306,662,726,776,363,703,767
10818,07/01/2006,ID,432,682,636,721,448,671,595,634
10819,03/12/2006,PA,560,559,381,553,569,413,280,618
10820,09/20/2006,NM,796,324,553,706,792,316,386,765
10821,08/17/2006,NJ,782,396,416,599,753,375,354,569
10822,03/24/2006,SD,560,352,468,498,507,148,563,437
10823,08/16/2006,ID,659,342,515,541,604,279,456,518
10824,05/26/2006,NV,723,344,780,378,612,333,704,312
10825,02/17/2006,HI,587,490,779,459,521,651,720,406
10826,06/07/2006,WI,661,534,409,435,677,531,507,370
10827,12/17/2006,NC,795,563,742,630,655,529,628,692
10828,04/08/2006,AK,789,522,792,401,838,410,830,436
10829,10/17/2006,KS,621,352,348,666,659,319,492,596
10830,07/21/2006,AZ,313,316,349,650,443,349,384,495
10831,05/28/2006,IL,339,780,679,351,335,759,594,429
10832,03/23/2006,WA,788,619,748,416,788,731,769,444
10833,12/03/2006,FL,405,371,603,799,445,319,578,804
10834,01/09/2006,SC,652,315,572,681,677,166,559,657
10835,01/11/2006,MA,323,599,651,441,419,626,670,519
10836,08/26/2006,AR,596,660,702,514,598,716,738,424
10837,01/31/2006,WV,524,506,425,439,526,407,479,380
10838,01/02/2006,PA,774,337,690,587,773,299,739,675
10839,12/17/2006,RI,356,705,713,312,385,757,634,300
10840,12/22/2006,PA,749,334,476,315,752,304,597,244
10841,12/26/2006,IN,345,328,666,411,271,255,685,340
10842,02/02/2006,MS,631,412,612,429,598,339,809,421
10843,07/20/2006,IL,351,683,729,463,323,868,740,443
10844,08/18/2006,SD,459,372,301,372,490,509,347,265
10845,12/30/2006,NY,766,332,379,784,811,288,435,763
10846,10/14/2006,NJ,654,730,581,668,579,859,663,610
10847,09/20/2006,SD,718,784,360,328,749,781,374,319
10848,09/21/2006,ND,448,494,782,797,421,567,889,807
10849,02/01/2006,CT,642,589,333,722,631,564,276,702
10850,02/26/2006,WA,397,608,467,656,386,645,387,625
10851,09/29/2006,NJ,352,765,491,310,380,820,484,266
10852,04/05/2006,RI,733,610,644,332,715,637,652,316
10853,01/23/2006,OR,666,315,580,438,588,359,633,417
10854,06/20/2006,NM,367,430,753,549,385,514,820,548
10855,09/06/2006,VA,472,398,323,692,419,366,348,825
10856,09/22/2006,UT,647,732,430,701,684,791,588,638
10857,10/10/2006,NY,330,545,511,585,319,429,423,624
10858,09/23/2006,OH,505,666,501,582,434,640,538,467
10859,10/07/2006,KY,487,717,338,464,505,660,91,452
10860,10/05/2006,VT,337,561,744,536,335,499,675,464
10861,09/16/2006,NJ,328,648,666,680,305,606,714,675
10862,10/05/2006,AZ,644,739,519,545,678,679,537,635
10863,05/04/2006,WV,387,354,449,785,422,301,551,844
10864,03/06/2006,NE,769,433,561,652,712,458,485,609
10865,05/23/2006,AZ,796,699,708,622,774,731,737,637
10866,12/14/2006,ND,625,432,766,414,559,415,799,413
10867,02/21/2006,ND,334,399,312,737,246,462,328,742
10868,05/31/2006,CO,438,756,391,520,438,723,315,620
10869,11/05/2006,NJ,366,400,627,552,444,450,677,591
10870,12/10/2006,VT,789,550,789,398,776,599,776,339
10871,10/26/2006,PA,511,523,524,394,597,557,317,328
10872,07/30/2006,KY,743,319,509,350,738,321,636,263
10873,12/01/2006,FL,796,661,452,766,728,624,360,809
10874,03/11/2006,UT,606,486,300,661,609,481,389,529
10875,01/01/2006,PA,499,531,466,634,547,524,511,651
10876,06/14/2006,NE,689,360,440,654,677,222,517,577
10877,12/30/2006,CA,469,441,592,521,482,458,521,493
10878,10/04/2006,MI,575,576,543,734,527,567,603,696
10879,01/13/2006,SD,769,300,729,564,809,274,807,587
10880,03/27/2006,IA,681,465,780,348,645,523,756,242
10881,09/08/2006,TN,731,368,551,334,769,334,442,245
10882,08/12/2006,SC,439,521,657,300,401,479,470,341
10883,09/15/2006,MO,652,594,779,377,686,599,685,546
10884,09/02/2006,CT,764,727,344,346,696,692,271,336
10885,04/27/2006,IA,512,600,649,796,590,684,598,722
10886,03/28/2006,KY,693,726,389,374,756,783,444,420
10887,05/19/2006,IL,316,791,448,471,235,863,424,460
10888,07/14/2006,MO,480,644,366,357,368,569,425,295
10889,08/31/2006,NY,714,732,462,357,807,722,594,448
10890,02/17/2006,KS,730,557,496,679,784,600,450,633
10891,12/13/2006,CA,682,327,660,486,685,379,640,457
10892,09/17/2006,WI,497,581,573,394,430,565,422,328
10893,06/17/2006,NV,766,570,625,337,800,583,525,326
10894,01/04/2006,AR,498,347,343,572,351,293,283,680
10895,12/11/2006,PA,665,300,369,530,662,221,411,506
10896,09/12/2006,NY,650,549,490,770,562,457,319,649
10897,05/08/2006,DE,548,687,305,656,513,672,323,763
10898,07/22/2006,NE,720,762,726,758,781,746,723,699
10899,04/08/2006,CA,395,440,304,385,402,351,449,300
10900,07/06/2006,TN,471,757,657,739,459,692,646,669
10901,12/26/2006,AK,497,742,459,696,447,801,297,810
10902,09/17/2006,NC,747,553,572,389,802,510,431,248
10903,07/14/2006,NM,612,345,736,760,620,299,687,754
10904,12/26/2006,NV,421,455,534,711,304,442,460,800
10905,07/25/2006,NV,664,497,616,379,724,511,571,416
10906,12/03/2006,MO,652,493,419,649,679,484,493,652
10907,08/25/2006,DE,534,411,696,583,528,427,649,541
10908,08/02/2006,OH,379,444,580,767,324,324,637,878
10909,03/27/2006,UT,665,491,741,522,695,458,941,479
10910,09/20/2006,ME,428,465,704,468,320,402,643,414
10911,10/10/2006,IA,392,310,671,391,430,369,675,478
10912,11/07/2006,AZ,642,410,704,753,637,442,686,679
10913,03/20/2006,TX,403,629,528,459,389,672,546,321
10914,07/02/2006,CA,763,322,672,558,808,395,801,639
10915,11/23/2006,VA,556,630,365,480,496,641,321,546
10916,06/30/2006,MN,753,624,478,646,734,615,428,575
10917,09/12/2006,AZ,389,497,509,587,265,492,478,526
10918,04/11/2006,AK,541,633,330,408,532,598,331,458
10919,05/02/2006,MT,451,604,585,455,353,647,600,390
10920,08/13/2006,RI,770,570,526,774,712,584,509,685
10921,09/21/2006,FL,501,311,699,483,451,325,724,401
10922,09/21/2006,SD,601,735,572,673,558,670,570,623
10923,11/27/2006,SD,474,324,784,644,459,302,799,628
10924,09/15/2006,AZ,760,638,377,424,841,608,427,388
10925,10/14/2006,AK,701,395,389,365,691,451,359,359
10926,06/30/2006,MA,738,540,314,383,750,626,301,337
10927,01/06/2006,MI,772,749,772,349,658,769,658,378
10928,08/12/2006,WA,656,314,563,363,636,360,503,420
10929,11/11/2006,WY,673,428,490,412,698,368,601,287
10930,05/12/2006,WY,497,625,570,625,592,635,530,619
10931,03/11/2006,NV,513,318,683,742,573,323,628,770
10932,08/25/2006,MI,373,534,605,756,385,443,705,727
10933,03/23/2006,WI,661,499,323,321,689,425,277,353
10934,10/13/2006,WV,409,569,677,605,296,695,672,518
10935,09/20/2006,DE,561,683,532,772,605,758,572,781
10936,05/02/2006,OH,679,304,531,747,638,351,525,800
10937,12/23/2006,DE,430,437,794,736,518,510,635,763
10938,10/26/2006,NY,470,611,480,532,448,570,497,591
10939,08/11/2006,PA,654,469,429,311,664,500,593,275
10940,02/23/2006,OK,622,620,676,529,750,574,753,542
10941,03/29/2006,NE,481,646,635,420,590,662,629,302
10942,04/20/2006,OH,361,440,524,798,301,338,560,770
10943,02/23/2006,CO,553,556,557,576,564,540,680,605
10944,04/07/2006,NM,390,764,770,745,417,808,809,781
10945,09/19/2006,UT,747,461,789,512,754,495,811,507
10946,06/12/2006,IN,736,420,770,703,786,438,746,660
10947,10/06/2006,VT,758,505,393,571,719,425,323,633
10948,11/26/2006,WA,667,346,317,535,635,253,278,496
10949,06/14/2006,IA,374,383,419,505,287,287,449,527
10950,02/18/2006,IL,632,446,342,711,594,360,320,741
10951,11/23/2006,AK,758,632,382,748,864,686,370,704
10952,06/02/2006,NM,759,790,727,634,749,766,809,756
10953,07/29/2006,NJ,471,584,456,392,494,664,487,404
10954,10/04/2006,TX,436,303,348,763,528,458,373,726
10955,10/29/2006,PA,551,595,333,689,625,634,278,729
10956,07/30/2006,AL,495,370,586,503,605,292,671,472
10957,10/29/2006,WA,534,437,506,633,585,338,472,601
10958,03/04/2006,DE,652,599,560,406,676,580,550,437
10959,04/14/2006,WV,653,303,488,731,700,300,340,739
10960,10/18/2006,KS,767,642,720,599,817,570,740,634
10961,06/09/2006,NM,535,392,665,329,655,432,750,234
10962,07/03/2006,AL,597,424,755,442,584,393,622,423
10963,03/15/2006,AK,699,428,792,465,636,355,778,420
10964,01/06/2006,NH,402,764,321,550,507,663,429,463
10965,03/05/2006,UT,413,658,654,304,414,683,488,337
10966,09/07/2006,NJ,751,330,635,573,716,397,546,507
10967,11/24/2006,WA,328,719,465,413,344,671,555,328
10968,11/08/2006,VA,796,460,702,554,747,479,703,523
10969,12/07/2006,FL,697,631,607,715,696,572,692,683
10970,12/23/2006,MS,512,320,786,512,513,239,873,628
10971,09/14/2006,ME,547,437,372,378,625,316,501,428
10972,12/23/2006,MN,398,480,482,773,379,470,407,808
10973,02/13/2006,WA,632,318,529,611,684,232,618,628
10974,01/16/2006,WA,576,437,615,424,629,507,682,200
10975,11/27/2006,NY,356,655,564,742,475,685,496,657
10976,02/10/2006,MA,727,560,352,612,726,497,438,678
10977,03/31/2006,AZ,517,302,629,323,496,264,655,456
10978,01/09/2006,RI,363,304,784,342,398,297,747,330
10979,01/19/2006,SC,386,454,526,548,413,442,466,514
10980,01/04/2006,ND,668,440,428,490,689,295,431,509
10981,10/23/2006,NJ,553,353,417,647,602,466,484,632
10982,05/23/2006,IA,674,498,776,584,712,521,782,513
10983,04/03/2006,SD,755,692,665,393,791,752,750,367
10984,11/29/2006,TN,585,757,345,522,534,761,312,405
10985,05/03/2006,MA,743,687,501,563,777,627,459,533
10986,09/27/2006,CO,487,714,545,416,538,717,535,376
10987,03/27/2006,MA,467,759,709,552,470,679,600,522
10988,03/07/2006,VA,652,559,342,684,725,530,416,776
10989,03/30/2006,IL,378,689,557,382,313,643,422,339
10990,08/26/2006,HI,586,561,765,384,638,553,918,350
10991,09/22/2006,AR,427,384,373,494,312,308,365,431
10992,01/08/2006,MN,390,670,779,559,487,661,803,485
10993,07/12/2006,HI,596,640,394,698,562,548,386,648
10994,07/21/2006,GA,360,700,313,625,332,519,242,623
10995,04/13/2006,ME,401,529,610,369,282,770,633,353
10996,05/24/2006,MA,383,399,480,522,320,384,568,578
10997,06/20/2006,ME,530,421,732,414,473,493,680,365
10998,12/23/2006,OH,564,383,323,746,587,439,328,686
10999,04/05/2006,AK,553,420,378,667,506,341,240,607
11000,12/09/2006,PA,530,436,306,529,402,509,351,623
11001,09/13/2006,AR,496,601,517,431,498,588,408,492
11002,10/10/2006,RI,791,399,653,401,835,360,647,429
11003,09/25/2006,NJ,321,649,669,798,315,668,608,774
11004,06/19/2006,SD,412,601,615,737,426,515,723,668
11005,11/19/2006,VA,719,661,577,703,628,715,620,759
11006,05/05/2006,IN,676,574,495,415,744,570,335,535
11007,12/18/2006,NV,762,342,789,789,747,406,560,704
11008,01/23/2006,AL,720,621,567,375,738,670,466,424
11009,10/05/2006,AR,434,685,733,488,401,660,838,429
11010,09/03/2006,GA,568,480,593,788,649,544,726,862
11011,10/02/2006,MD,678,663,533,321,641,697,511,330
11012,03/19/2006,AL,766,695,516,785,793,702,650,770
11013,10/31/2006,SD,364,532,575,310,238,591,457,357
11014,10/25/2006,IN,358,601,642,328,356,510,660,260
11015,06/14/2006,VT,346,785,694,471,230,844,871,496
11016,08/18/2006,SC,369,482,371,750,391,533,236,747
11017,04/23/2006,RI,382,762,609,479,345,755,421,479
11018,03/20/2006,MI,756,749,481,374,799,697,669,324
11019,08/18/2006,AR,460,454,649,702,394,465,812,697
11020,08/10/2006,NJ,628,713,345,706,570,693,387,716
11021,10/16/2006,CO,773,373,700,367,680,374,645,440
11022,06/02/2006,ME,474,394,498,543,429,427,548,674
11023,06/04/2006,TX,737,546,720,439,707,475,694,461
11024,08/16/2006,AZ,330,580,398,681,303,607,539,662
11025,04/18/2006,ID,638,412,353,559,742,546,513,564
11026,04/20/2006,AL,336,771,558,549,410,826,537,525
11027,10/18/2006,WY,313,732,752,327,271,756,640,350
11028,05/08/2006,CT,432,410,716,434,540,511,829,399
11029,12/26/2006,MA,613,360,366,398,644,373,202,455
11030,12/25/2006,OR,544,727,399,383,498,806,346,364
11031,01/27/2006,TN,735,417,300,758,702,460,361,751
11032,06/08/2006,CA,597,699,792,787,659,667,764,706
11033,03/29/2006,CA,420,736,456,623,358,711,372,536
11034,10/02/2006,WV,711,748,767,657,639,704,715,611
11035,01/12/2006,MI,629,461,607,514,595,391,736,572
11036,01/06/2006,AZ,387,740,436,581,411,709,331,650
11037,10/07/2006,MT,602,538,699,775,616,496,749,754
11038,03/31/2006,NC,679,719,725,427,727,721,750,377
11039,05/06/2006,LA,738,503,554,412,722,616,548,469
11040,12/28/2006,MA,758,736,414,306,754,648,540,321
11041,01/21/2006,NC,702,480,317,508,636,417,397,477
11042,06/16/2006,NV,303,676,615,482,237,638,555,409
11043,05/27/2006,IL,543,798,762,382,592,864,658,433
11044,01/07/2006,MD,517,418,301,381,455,388,366,381
11045,11/11/2006,TN,742,415,446,512,750,449,416,562
11046,05/09/2006,WA,690,456,433,447,577,332,533,439
11047,10/08/2006,SD,575,652,641,684,455,653,622,638
11048,12/20/2006,MS,771,540,667,334,754,582,603,359
11049,02/28/2006,CT,599,563,723,370,659,588,693,388
11050,07/03/2006,NV,346,566,728,560,250,465,676,601
11051,04/24/2006,NE,442,403,512,796,473,283,391,754
11052,02/19/2006,AR,687,790,773,753,673,713,766,691
11053,02/24/2006,MA,426,425,723,753,370,395,800,795
11054,10/07/2006,OH,633,607,450,687,652,650,481,668
11055,10/30/2006,ID,317,670,344,411,316,697,311,403
11056,12/08/2006,NH,672,350,775,640,666,331,819,658
11057,08/04/2006,MT,310,620,613,644,335,651,636,746
11058,12/24/2006,WY,514,329,319,452,519,299,198,515
11059,01/11/2006,AZ,353,636,665,600,370,719,601,481
11060,02/16/2006,IA,375,317,565,524,355,342,559,501
11061,11/12/2006,NC,736,444,513,709,657,319,558,633
11062,09/28/2006,NY,748,676,416,725,772,679,412,750
11063,07/07/2006,ME,588,597,391,702,672,580,345,878
11064,10/13/2006,AL,546,450,465,644,529,440,351,602
11065,11/02/2006,NH,775,589,598,792,758,553,683,869
11066,08/27/2006,OR,627,371,568,413,602,395,602,508
11067,11/29/2006,NE,583,612,561,367,643,625,636,255
11068,07/08/2006,FL,634,713,386,351,614,754,459,366
11069,04/05/2006,UT,472,776,686,679,307,761,697,757
11070,03/21/2006,OK,537,456,558,536,560,516,578,554
11071,07/08/2006,MS,440,769,523,361,442,781,398,345
11072,10/26/2006,IN,614,447,602,571,625,460,676,634
11073,01/25/2006,AK,419,757,465,729,519,643,452,684
11074,05/27/2006,MS,458,493,595,560,502,398,534,491
11075,03/08/2006,MN,751,360,772,703,671,262,850,659
11076,06/14/2006,WA,361,305,709,783,376,270,713,838
11077,09/21/2006,MD,565,398,444,397,618,392,440,393
11078,09/24/2006,CA,640,347,646,325,712,428,685,308
11079,08/27/2006,CA,695,478,444,663,698,544,537,610
11080,01/24/2006,IL,570,345,313,316,562,346,269,281
11081,12/03/2006,NH,566,732,777,308,644,762,745,433
11082,02/16/2006,OH,781,713,311,541,840,672,367,648
11083,06/19/2006,MO,693,545,400,456,700,610,546,456
11084,07/06/2006,WA,690,348,491,434,764,191,447,454
11085,01/25/2006,WA,519,675,334,684,525,733,406,669
11086,05/11/2006,IL,484,665,586,340,513,755,601,262
11087,04/22/2006,SD,554,457,626,360,496,468,707,500
11088,06/14/2006,MO,639,782,581,629,593,793,534,633
11089,05/19/2006,TX,719,586,365,711,687,583,306,741
11090,01/30/2006,AR,309,687,427,386,224,568,463,428
11091,06/26/2006,NM,448,398,593,764,490,346,650,740
11092,11/09/2006,DE,687,324,357,777,631,238,252,732
11093,02/06/2006,NC,593,791,603,447,633,919,406,388
11094,08/01/2006,CA,575,561,415,623,531,588,570,659
11095,07/01/2006,OK,361,676,739,648,390,714,829,575
11096,12/08/2006,CO,519,625,481,326,574,614,503,289
11097,05/15/2006,ME,422,417,558,325,453,403,412,305
11098,07/16/2006,SD,788,677,367,766,763,653,370,703
11099,06/29/2006,MA,377,567,785,750,386,628,773,796
11100,03/07/2006,WA,444,549,659,452,404,551,728,307
11101,06/18/2006,AR,546,443,664,474,528,479,752,444
11102,06/24/2006,MS,475,509,594,740,539,485,452,672
11103,03/11/2006,CO,605,708,511,786,635,717,526,784
11104,08/30/2006,WY,421,505,550,416,326,439,389,432
11105,06/14/2006,TN,489,434,755,460,532,337,800,507
11106,05/26/2006,MO,756,680,305,529,711,630,332,548
11107,07/23/2006,OH,567,799,517,694,561,868,545,689
11108,02/21/2006,SC,475,642,462,634,549,559,537,706
11109,04/17/2006,KY,605,372,553,525,661,354,669,429
11110,02/03/2006,RI,546,305,313,702,509,420,224,676
11111,07/01/2006,OR,737,383,396,381,794,338,396,303
11112,04/19/2006,OR,496,376,386,769,618,446,388,754
11113,02/09/2006,ND,667,742,311,566,591,795,270,625
11114,03/04/2006,ID,763,425,490,755,723,520,543,726
11115,02/12/2006,MS,431,773,643,483,313,792,647,554
11116,03/21/2006,AR,530,699,422,495,559,664,392,482
11117,11/11/2006,PA,366,634,609,651,322,659,752,599
11118,11/29/2006,AR,714,510,343,704,684,587,260,704
11119,07/02/2006,WV,453,553,319,482,398,646,219,404
11120,03/18/2006,KY,411,551,443,451,451,567,406,508
11121,08/16/2006,CA,654,459,646,398,690,540,679,451
11122,09/01/2006,KY,713,764,527,440,792,685,604,514
11123,12/04/2006,AK,421,551,461,498,422,558,509,468
11124,08/21/2006,CA,457,398,333,615,397,395,278,717
11125,02/24/2006,MN,750,577,395,549,683,524,591,725
11126,11/12/2006,OH,524,545,757,662,477,490,883,673
11127,12/16/2006,SD,551,488,440,322,503,576,401,347
11128,02/27/2006,KS,754,425,673,747,825,423,716,726
11129,08/05/2006,RI,397,503,632,566,462,546,674,653
11130,08/13/2006,AL,300,579,456,707,397,551,541,605
11131,10/21/2006,ME,757,327,629,370,718,237,757,231
11132,02/18/2006,MS,691,394,661,563,672,381,657,683
11133,10/10/2006,AK,322,798,692,742,223,728,678,782
11134,04/18/2006,SD,739,743,734,360,759,728,772,319
11135,04/01/2006,SC,511,306,594,782,576,215,571,864
11136,04/19/2006,SD,683,589,420,580,802,552,402,652
11137,06/18/2006,NH,568,586,696,439,654,576,728,398
11138,05/10/2006,NM,487,551,683,437,389,532,553,420
11139,11/03/2006,OK,746,652,658,445,656,689,664,353
11140,03/17/2006,IN,658,591,356,404,693,499,296,385
11141,02/19/2006,CT,438,406,306,707,427,441,299,597
11142,04/23/2006,AR,560,561,470,677,626,558,631,566
11143,03/19/2006,NY,768,705,699,731,732,662,727,738
11144,09/30/2006,VA,314,495,586,770,254,477,713,674
11145,10/01/2006,LA,730,319,520,685,697,180,585,638
11146,10/28/2006,NY,307,774,771,327,400,794,676,270
11147,09/02/2006,AZ,400,301,543,475,354,313,649,480
11148,08/04/2006,TX,774,636,516,622,787,699,446,661
11149,01/20/2006,ND,715,433,605,700,763,494,549,695
11150,05/03/2006,WV,374,754,575,331,256,707,527,272
11151,09/15/2006,ND,535,524,366,540,416,631,547,574
11152,07/22/2006,NY,403,489,712,325,386,519,835,306
11153,05/21/2006,OR,387,399,395,544,422,444,434,550
11154,02/19/2006,LA,376,534,657,776,393,479,507,821
11155,05/03/2006,NH,724,595,521,539,750,590,456,554
11156,11/30/2006,OK,307,758,593,760,238,761,574,693
11157,03/16/2006,WY,340,377,379,518,296,361,286,491
11158,02/25/2006,MS,682,698,709,358,641,788,819,276
11159,06/08/2006,VA,431,767,608,771,293,820,801,716
11160,04/19/2006,LA,640,512,692,762,623,496,867,794
11161,09/06/2006,ME,618,500,692,508,664,477,661,573
11162,12/21/2006,KY,311,477,705,542,313,493,591,478
11163,01/03/2006,OK,751,480,671,571,793,458,790,652
11164,04/20/2006,AR,724,676,656,399,734,666,852,383
11165,09/26/2006,NY,658,696,632,417,706,593,727,251
11166,08/10/2006,ND,475,416,444,547,404,425,677,589
11167,02/12/2006,NY,402,538,665,402,358,565,485,350
11168,03/13/2006,OR,769,718,414,642,786,697,373,686
11169,11/26/2006,FL,726,692,352,727,719,706,287,833
11170,10/28/2006,NY,575,708,506,636,712,733,452,601
11171,06/12/2006,NH,610,515,715,587,635,537,716,540
11172,09/25/2006,WY,611,447,362,688,622,383,392,722
11173,09/21/2006,SC,604,606,515,636,669,576,501,567
